name,nn,nnr,ir,lr,mvr,spline
logis_42,0.40617850110720916,0.5099809305549811,0.6194153263393318,0.70125,0.6391840454552444,0.7622264130130485
logis_43,0.29132394256361505,0.507750639668024,0.6124212993776659,0.6903061224489796,0.6290107007822562,0.757056334487971
logis_44,0.4152167087325961,0.5113296383062834,0.6190905834766882,0.7084239130434783,0.6456812583993857,0.7526539532841297
logis_45,0.23962422623500532,0.51113108929728,0.6110044189748891,0.7014532019704434,0.6373840676355915,0.7368710058782908
logis_46,0.38704407984065226,0.5095791626675419,0.6255448034840684,0.703125,0.6344338667998605,0.7793231713196955
logis_47,0.4032221320212067,0.5094514766415372,0.6081503329602238,0.7113995485327314,0.6278353093966249,0.7437320796499192
logis_48,0.4049540478694526,0.5076636615342222,0.607157589523041,0.6904891304347827,0.6367446926938594,0.7511974667001395
logis_49,0.3996923061549757,0.5140958413929397,0.5856717085098562,0.7183,0.6320027354715132,0.7629542089438146
logis_5,0.07942659249961032,0.4476163775269094,0.5096316266143578,0.6601227429498885,0.302001806699281,0.5255961977114707
logis_50,0.3984589242852047,0.5072514122337188,0.612792048793716,0.694315424610052,0.6264629140777163,0.7425967705195691
logis_51,0.41501971338284593,0.5109035189291784,0.6148392761725749,0.7165942028985508,0.6354132836036155,0.7339578808999592
logis_52,0.09380540447646488,0.5110291165300034,0.6020299907787976,0.7272815533980583,0.6526709469446159,0.7246863580804085
logis_53,0.41127322188048315,0.5129821918333194,0.648852053076348,0.7427498147059985,0.6464037068890666,0.8080990446037848
logis_54,0.3976704385832744,0.5117413567695109,0.6102449221238747,0.7368848167539267,0.6357875785074403,0.7442909009160619
logis_55,0.4064137019003882,0.5080539889694906,0.6125250947607938,0.7182738095238096,0.6436833948994786,0.748889081107349
logis_56,0.40966112402874316,0.5063828049086563,0.6010579006942715,0.705978835978836,0.6215953264407148,0.749758737773421
logis_57,0.23059050280965837,0.5073582448543269,0.6120097056917873,0.7022448979591838,0.6361645668781675,0.6964264921502639
logis_58,0.2372180439836598,0.5099226343428614,0.6132825797631789,0.7075675675675676,0.6421325147659072,0.7470559371549674
logis_59,0.4051628110220928,0.5081500593552613,0.6070057742891548,0.7006054687500001,0.626460761014201,0.6462916613100484
